timestamp,concurrency_level,request_id,n,status_code,client_latency_ms,function_time_ms,prime_count,error
2026-06-16T23:04:56.550159,1,1,1000,200,938.636,0.532,168,
2026-06-16T23:04:59.763543,5,1,1000,200,208.375,0.517,168,
2026-06-16T23:04:59.763670,5,2,1000,200,208.076,0.499,168,
2026-06-16T23:04:59.771672,5,3,1000,200,215.671,0.523,168,
2026-06-16T23:04:59.679357,5,4,1000,200,123.289,0.54,168,
2026-06-16T23:04:59.763604,5,5,1000,200,207.557,0.515,168,
2026-06-16T23:05:02.962052,10,1,1000,200,186.45,0.496,168,
2026-06-16T23:05:02.959443,10,2,1000,200,183.517,0.536,168,
2026-06-16T23:05:02.979907,10,3,1000,200,203.804,0.53,168,
2026-06-16T23:05:02.959366,10,4,1000,200,183.203,0.564,168,
2026-06-16T23:05:02.959517,10,5,1000,200,183.302,0.517,168,
2026-06-16T23:05:02.959328,10,6,1000,200,183.052,0.532,168,
2026-06-16T23:05:02.959417,10,7,1000,200,183.108,0.509,168,
2026-06-16T23:05:02.959394,10,8,1000,200,183.064,0.511,168,
2026-06-16T23:05:02.958978,10,9,1000,200,182.512,0.514,168,
2026-06-16T23:05:02.959466,10,10,1000,200,183.1,0.536,168,
2026-06-16T23:05:06.165280,20,1,1000,200,181.756,0.541,168,
2026-06-16T23:05:06.164403,20,2,1000,500,180.672,,,
2026-06-16T23:05:06.167738,20,3,1000,200,183.904,0.557,168,
2026-06-16T23:05:06.110322,20,4,1000,200,126.432,0.526,168,
2026-06-16T23:05:06.158174,20,5,1000,200,174.273,0.589,168,
2026-06-16T23:05:06.106617,20,6,1000,200,122.705,0.526,168,
2026-06-16T23:05:06.171843,20,7,1000,200,187.936,0.53,168,
2026-06-16T23:05:06.168068,20,8,1000,200,184.138,0.516,168,
2026-06-16T23:05:06.152361,20,9,1000,200,168.412,0.542,168,
2026-06-16T23:05:06.152407,20,10,1000,200,168.453,0.513,168,
2026-06-16T23:05:06.151684,20,11,1000,200,167.64,0.519,168,
2026-06-16T23:05:06.169907,20,12,1000,200,185.897,0.54,168,
2026-06-16T23:05:06.173123,20,13,1000,200,189.095,0.546,168,
2026-06-16T23:05:06.161785,20,14,1000,500,177.734,,,
2026-06-16T23:05:06.164367,20,15,1000,500,180.31,,,
2026-06-16T23:05:06.162277,20,16,1000,500,178.112,,,
2026-06-16T23:05:06.172542,20,17,1000,200,188.323,0.549,168,
2026-06-16T23:05:06.103965,20,18,1000,200,119.726,0.517,168,
2026-06-16T23:05:06.116368,20,19,1000,200,132.118,0.541,168,
2026-06-16T23:05:06.179264,20,20,1000,200,194.991,0.411,168,
2026-06-16T23:05:09.382518,50,1,1000,500,200.361,,,
2026-06-16T23:05:09.323196,50,2,1000,200,140.619,0.55,168,
2026-06-16T23:05:09.396393,50,3,1000,200,213.743,12.573,168,
2026-06-16T23:05:09.326086,50,4,1000,200,143.407,0.514,168,
2026-06-16T23:05:09.321547,50,5,1000,200,138.845,0.515,168,
2026-06-16T23:05:09.307592,50,6,1000,200,124.807,0.541,168,
2026-06-16T23:05:09.373705,50,7,1000,200,190.938,0.534,168,
2026-06-16T23:05:09.371891,50,8,1000,200,189.107,0.515,168,
2026-06-16T23:05:09.319276,50,9,1000,200,136.452,0.391,168,
2026-06-16T23:05:09.369986,50,10,1000,200,187.137,0.524,168,
2026-06-16T23:05:09.376070,50,11,1000,500,193.207,,,
2026-06-16T23:05:09.365230,50,12,1000,200,180.999,0.522,168,
2026-06-16T23:05:09.377349,50,13,1000,500,193.126,,,
2026-06-16T23:05:09.375533,50,14,1000,500,191.274,,,
2026-06-16T23:05:09.308336,50,15,1000,200,124.036,0.531,168,
2026-06-16T23:05:09.372619,50,16,1000,200,188.303,0.388,168,
